accession,component,length_bp
XM_021855913.1,Aedes_aegypti_mRNA,2818
XM_021855911.1,Aedes_aegypti_mRNA,1822
XM_021855910.1,Aedes_aegypti_mRNA,1894
XM_021855909.1,Aedes_aegypti_mRNA,2811
XM_001661239.2,Aedes_aegypti_mRNA,2874
XM_001652364.2,Aedes_aegypti_mRNA,1183
XM_001652365.2,Aedes_aegypti_mRNA,2932
XM_001664064.2,Aedes_aegypti_mRNA,4177
XM_021855908.1,Aedes_aegypti_mRNA,937
XM_001657834.2,Aedes_aegypti_mRNA,1196
XM_001657833.2,Aedes_aegypti_mRNA,1293
XM_021855906.1,Aedes_aegypti_mRNA,1478
XM_021855905.1,Aedes_aegypti_mRNA,1499
XM_021855904.1,Aedes_aegypti_mRNA,1590
XM_021855903.1,Aedes_aegypti_mRNA,3666
XM_021855902.1,Aedes_aegypti_mRNA,3442
XM_021855901.1,Aedes_aegypti_mRNA,3149
XM_021855900.1,Aedes_aegypti_mRNA,3667
XM_021855899.1,Aedes_aegypti_mRNA,3517
XM_021855898.1,Aedes_aegypti_mRNA,3767
XM_021855897.1,Aedes_aegypti_mRNA,3524
XM_021855896.1,Aedes_aegypti_mRNA,3792
XM_021855895.1,Aedes_aegypti_mRNA,3953
XM_021855894.1,Aedes_aegypti_mRNA,3665
XM_021855893.1,Aedes_aegypti_mRNA,3719
XM_021855892.1,Aedes_aegypti_mRNA,3650
XM_021855890.1,Aedes_aegypti_mRNA,4061
XM_021855889.1,Aedes_aegypti_mRNA,3811
XM_021855888.1,Aedes_aegypti_mRNA,1074
XM_021855887.1,Aedes_aegypti_mRNA,2911
XM_021855886.1,Aedes_aegypti_mRNA,3665
XM_021855885.1,Aedes_aegypti_mRNA,2906
XM_021855884.1,Aedes_aegypti_mRNA,3756
XM_001656405.2,Aedes_aegypti_mRNA,986
XM_021855883.1,Aedes_aegypti_mRNA,987
XM_021855882.1,Aedes_aegypti_mRNA,10453
XM_021855881.1,Aedes_aegypti_mRNA,10699
XM_021855880.1,Aedes_aegypti_mRNA,10806
XM_021855879.1,Aedes_aegypti_mRNA,10347
XM_021855877.1,Aedes_aegypti_mRNA,10405
XM_021855876.1,Aedes_aegypti_mRNA,10959
XM_021855875.1,Aedes_aegypti_mRNA,10015
XM_021855874.1,Aedes_aegypti_mRNA,10488
XM_021855873.1,Aedes_aegypti_mRNA,10824
XM_001652362.2,Aedes_aegypti_mRNA,2967
XM_021855872.1,Aedes_aegypti_mRNA,3236
XM_001655325.2,Aedes_aegypti_mRNA,2440
XM_001655326.2,Aedes_aegypti_mRNA,649
XM_021855871.1,Aedes_aegypti_mRNA,586
XM_001650948.2,Aedes_aegypti_mRNA,1715
XM_021855869.1,Aedes_aegypti_mRNA,1644
XM_001647822.3,Aedes_aegypti_mRNA,1388
XM_021855868.1,Aedes_aegypti_mRNA,1573
XM_021855867.1,Aedes_aegypti_mRNA,1706
XM_001647823.3,Aedes_aegypti_mRNA,1376
XM_021855866.1,Aedes_aegypti_mRNA,1719
XM_021855865.1,Aedes_aegypti_mRNA,4841
XM_021855864.1,Aedes_aegypti_mRNA,5265
XM_021855863.1,Aedes_aegypti_mRNA,5310
XM_021855862.1,Aedes_aegypti_mRNA,5310
XM_021855861.1,Aedes_aegypti_mRNA,5455
XM_021855860.1,Aedes_aegypti_mRNA,5105
XM_021855859.1,Aedes_aegypti_mRNA,5485
XM_021855857.1,Aedes_aegypti_mRNA,5432
XM_021855856.1,Aedes_aegypti_mRNA,4544
XM_021855855.1,Aedes_aegypti_mRNA,5364
XM_021855854.1,Aedes_aegypti_mRNA,5847
XM_021855853.1,Aedes_aegypti_mRNA,5126
XM_021855852.1,Aedes_aegypti_mRNA,5179
XM_021855851.1,Aedes_aegypti_mRNA,5435
XM_021855850.1,Aedes_aegypti_mRNA,5393
XM_021855849.1,Aedes_aegypti_mRNA,5376
XM_021855848.1,Aedes_aegypti_mRNA,5367
XM_001662852.2,Aedes_aegypti_mRNA,3564
XM_021855847.1,Aedes_aegypti_mRNA,13934
XM_001652358.2,Aedes_aegypti_mRNA,2422
XM_001647881.2,Aedes_aegypti_mRNA,1390
XM_021855846.1,Aedes_aegypti_mRNA,9326
XM_021855845.1,Aedes_aegypti_mRNA,8525
XM_021855844.1,Aedes_aegypti_mRNA,8958
XM_021855843.1,Aedes_aegypti_mRNA,8777
XM_021855842.1,Aedes_aegypti_mRNA,8947
XM_021855841.1,Aedes_aegypti_mRNA,9329
XM_001649790.2,Aedes_aegypti_mRNA,3038
XM_001649791.2,Aedes_aegypti_mRNA,3126
XM_001652357.2,Aedes_aegypti_mRNA,2473
XM_021855840.1,Aedes_aegypti_mRNA,2102
XM_021855839.1,Aedes_aegypti_mRNA,5930
XM_021855838.1,Aedes_aegypti_mRNA,1541
XM_021855837.1,Aedes_aegypti_mRNA,1791
XM_021855836.1,Aedes_aegypti_mRNA,1787
XM_021855835.1,Aedes_aegypti_mRNA,1822
XM_021855834.1,Aedes_aegypti_mRNA,4419
XM_021855833.1,Aedes_aegypti_mRNA,4630
XM_021855832.1,Aedes_aegypti_mRNA,4662
XM_021855831.1,Aedes_aegypti_mRNA,4635
XM_021855830.1,Aedes_aegypti_mRNA,4667
XM_021855829.1,Aedes_aegypti_mRNA,4394
XM_021855828.1,Aedes_aegypti_mRNA,4455
XM_021855827.1,Aedes_aegypti_mRNA,4487
XM_021855826.1,Aedes_aegypti_mRNA,4533
XM_021855825.1,Aedes_aegypti_mRNA,4666
XM_021855824.1,Aedes_aegypti_mRNA,4698
XM_021855823.1,Aedes_aegypti_mRNA,947
XM_001651042.2,Aedes_aegypti_mRNA,3993
XM_021855822.1,Aedes_aegypti_mRNA,1934
XM_021855821.1,Aedes_aegypti_mRNA,3213
XM_021855820.1,Aedes_aegypti_mRNA,3884
XM_021855819.1,Aedes_aegypti_mRNA,4070
XM_001649766.2,Aedes_aegypti_mRNA,4374
XM_001651043.2,Aedes_aegypti_mRNA,1296
XM_021855818.1,Aedes_aegypti_mRNA,1405
XM_001651455.2,Aedes_aegypti_mRNA,3221
XM_001651044.2,Aedes_aegypti_mRNA,2137
XM_021855817.1,Aedes_aegypti_mRNA,4752
XM_021855816.1,Aedes_aegypti_mRNA,4731
XM_021855815.1,Aedes_aegypti_mRNA,5082
XM_021855813.1,Aedes_aegypti_mRNA,4980
XM_021855812.1,Aedes_aegypti_mRNA,5146
XM_021855811.1,Aedes_aegypti_mRNA,5400
XM_021855810.1,Aedes_aegypti_mRNA,5466
XM_021855809.1,Aedes_aegypti_mRNA,5355
XM_021855808.1,Aedes_aegypti_mRNA,3117
XM_021855807.1,Aedes_aegypti_mRNA,3543
XM_021855806.1,Aedes_aegypti_mRNA,3525
XM_021855805.1,Aedes_aegypti_mRNA,3476
XM_021855804.1,Aedes_aegypti_mRNA,3396
XM_021855803.1,Aedes_aegypti_mRNA,3459
XM_021855802.1,Aedes_aegypti_mRNA,3557
XM_021855801.1,Aedes_aegypti_mRNA,2952
XM_021855800.1,Aedes_aegypti_mRNA,3059
XM_021855799.1,Aedes_aegypti_mRNA,3249
XM_021855798.1,Aedes_aegypti_mRNA,3258
XM_021855797.1,Aedes_aegypti_mRNA,3288
XM_021855796.1,Aedes_aegypti_mRNA,3297
XM_001654650.2,Aedes_aegypti_mRNA,3395
XM_021855795.1,Aedes_aegypti_mRNA,3404
XM_001651045.2,Aedes_aegypti_mRNA,1579
XM_001651046.2,Aedes_aegypti_mRNA,1381
XM_001651047.2,Aedes_aegypti_mRNA,1331
XM_021855794.1,Aedes_aegypti_mRNA,3337
XM_001658963.2,Aedes_aegypti_mRNA,3144
XM_021855793.1,Aedes_aegypti_mRNA,1146
XM_021855792.1,Aedes_aegypti_mRNA,1245
XM_021855791.1,Aedes_aegypti_mRNA,1219
XM_021855790.1,Aedes_aegypti_mRNA,1040
XM_021855789.1,Aedes_aegypti_mRNA,2715
XM_021855788.1,Aedes_aegypti_mRNA,2704
XM_021855787.1,Aedes_aegypti_mRNA,3078
XM_021855786.1,Aedes_aegypti_mRNA,3780
XM_021855785.1,Aedes_aegypti_mRNA,3722
XM_021855784.1,Aedes_aegypti_mRNA,3773
XM_021855783.1,Aedes_aegypti_mRNA,3779
XM_021855782.1,Aedes_aegypti_mRNA,3779
XM_021855781.1,Aedes_aegypti_mRNA,3785
XM_021855780.1,Aedes_aegypti_mRNA,3542
XM_021855779.1,Aedes_aegypti_mRNA,3585
XM_021855778.1,Aedes_aegypti_mRNA,3564
XM_021855777.1,Aedes_aegypti_mRNA,3576
XM_021855776.1,Aedes_aegypti_mRNA,3815
XM_021855775.1,Aedes_aegypti_mRNA,3679
XM_021855774.1,Aedes_aegypti_mRNA,4050
XM_021855773.1,Aedes_aegypti_mRNA,3538
XM_021855772.1,Aedes_aegypti_mRNA,4028
XM_021855771.1,Aedes_aegypti_mRNA,3777
XM_021855770.1,Aedes_aegypti_mRNA,3794
XM_021855769.1,Aedes_aegypti_mRNA,2721
XM_021855768.1,Aedes_aegypti_mRNA,2793
XM_001650370.2,Aedes_aegypti_mRNA,1329
XM_021855767.1,Aedes_aegypti_mRNA,7958
XM_021855766.1,Aedes_aegypti_mRNA,8020
XM_021855765.1,Aedes_aegypti_mRNA,8743
XM_021855764.1,Aedes_aegypti_mRNA,8443
XM_021855763.1,Aedes_aegypti_mRNA,8837
XM_021855762.1,Aedes_aegypti_mRNA,9201
XM_021855761.1,Aedes_aegypti_mRNA,4350
XM_021855760.1,Aedes_aegypti_mRNA,6555
XM_021855759.1,Aedes_aegypti_mRNA,5667
XM_001658843.2,Aedes_aegypti_mRNA,5237
XM_021855758.1,Aedes_aegypti_mRNA,5177
XM_021855757.1,Aedes_aegypti_mRNA,5241
XM_021855756.1,Aedes_aegypti_mRNA,7073
XM_021855755.1,Aedes_aegypti_mRNA,6551
XM_021855754.1,Aedes_aegypti_mRNA,6860
XM_021855753.1,Aedes_aegypti_mRNA,6859
XM_021855752.1,Aedes_aegypti_mRNA,6874
XM_021855751.1,Aedes_aegypti_mRNA,6874
XM_021855750.1,Aedes_aegypti_mRNA,6894
XM_021855749.1,Aedes_aegypti_mRNA,6909
XM_021855748.1,Aedes_aegypti_mRNA,6923
XM_021855747.1,Aedes_aegypti_mRNA,6933
XM_021855746.1,Aedes_aegypti_mRNA,6936
XM_021855745.1,Aedes_aegypti_mRNA,6939
XM_001652505.2,Aedes_aegypti_mRNA,1494
XM_021855742.1,Aedes_aegypti_mRNA,1691
XM_021855741.1,Aedes_aegypti_mRNA,1430
XM_021855740.1,Aedes_aegypti_mRNA,1903
XM_021855739.1,Aedes_aegypti_mRNA,1630
XM_021855738.1,Aedes_aegypti_mRNA,1482
XM_021855737.1,Aedes_aegypti_mRNA,1421
XM_021855736.1,Aedes_aegypti_mRNA,2489
XM_021855734.1,Aedes_aegypti_mRNA,2428
XM_001651052.2,Aedes_aegypti_mRNA,2955
XM_021855733.1,Aedes_aegypti_mRNA,1145
XM_021855731.1,Aedes_aegypti_mRNA,3414
XM_021855730.1,Aedes_aegypti_mRNA,3713
XM_021855729.1,Aedes_aegypti_mRNA,3677
XM_001651056.2,Aedes_aegypti_mRNA,4627
XM_001661404.2,Aedes_aegypti_mRNA,540
XM_021855728.1,Aedes_aegypti_mRNA,1814
XM_011495285.2,Aedes_aegypti_mRNA,2240
XM_001661402.2,Aedes_aegypti_mRNA,2125
XM_021855727.1,Aedes_aegypti_mRNA,4954
XM_021855726.1,Aedes_aegypti_mRNA,3661
XM_021855725.1,Aedes_aegypti_mRNA,3693
XM_021855724.1,Aedes_aegypti_mRNA,3641
XM_021855723.1,Aedes_aegypti_mRNA,3588
XM_001658670.2,Aedes_aegypti_mRNA,3715
XM_021855722.1,Aedes_aegypti_mRNA,4806
XM_021855721.1,Aedes_aegypti_mRNA,3947
XM_021855720.1,Aedes_aegypti_mRNA,6957
XM_021855719.1,Aedes_aegypti_mRNA,7899
XM_021855718.1,Aedes_aegypti_mRNA,7929
XM_021855717.1,Aedes_aegypti_mRNA,7498
XM_021855716.1,Aedes_aegypti_mRNA,7998
XM_021855715.1,Aedes_aegypti_mRNA,8076
XM_021855714.1,Aedes_aegypti_mRNA,8136
XM_021855713.1,Aedes_aegypti_mRNA,8145
XM_021855712.1,Aedes_aegypti_mRNA,6994
XM_021855711.1,Aedes_aegypti_mRNA,7133
XM_021855710.1,Aedes_aegypti_mRNA,7125
XM_021855709.1,Aedes_aegypti_mRNA,7135
XM_021855708.1,Aedes_aegypti_mRNA,7177
XM_021855707.1,Aedes_aegypti_mRNA,7610
XM_021855705.1,Aedes_aegypti_mRNA,7901
XM_021855704.1,Aedes_aegypti_mRNA,7763
XM_021855703.1,Aedes_aegypti_mRNA,8010
XM_021855702.1,Aedes_aegypti_mRNA,6995
XM_021855701.1,Aedes_aegypti_mRNA,8452
XM_021855700.1,Aedes_aegypti_mRNA,8205
XM_001653602.2,Aedes_aegypti_mRNA,1526
XM_021855699.1,Aedes_aegypti_mRNA,2959
XM_021855698.1,Aedes_aegypti_mRNA,3319
XM_021855697.1,Aedes_aegypti_mRNA,3139
XM_021855696.1,Aedes_aegypti_mRNA,3170
XM_021855695.1,Aedes_aegypti_mRNA,3181
XM_021855694.1,Aedes_aegypti_mRNA,3198
XM_021855693.1,Aedes_aegypti_mRNA,3172
XM_021855692.1,Aedes_aegypti_mRNA,3203
XM_021855691.1,Aedes_aegypti_mRNA,3231
XM_021855690.1,Aedes_aegypti_mRNA,3214
XM_021855689.1,Aedes_aegypti_mRNA,3217
XM_021855688.1,Aedes_aegypti_mRNA,3231
XM_021855687.1,Aedes_aegypti_mRNA,3107
XM_021855686.1,Aedes_aegypti_mRNA,3262
XM_021855685.1,Aedes_aegypti_mRNA,3156
XM_021855684.1,Aedes_aegypti_mRNA,3273
XM_021855683.1,Aedes_aegypti_mRNA,3290
XM_021855682.1,Aedes_aegypti_mRNA,3250
XM_021855681.1,Aedes_aegypti_mRNA,3271
XM_021855680.1,Aedes_aegypti_mRNA,3282
XM_021855679.1,Aedes_aegypti_mRNA,3240
XM_021855678.1,Aedes_aegypti_mRNA,3299
XM_021855677.1,Aedes_aegypti_mRNA,3309
XM_021855676.1,Aedes_aegypti_mRNA,3391
XM_021855675.1,Aedes_aegypti_mRNA,3318
XM_001651059.2,Aedes_aegypti_mRNA,1556
XM_021855674.1,Aedes_aegypti_mRNA,1568
XM_021855673.1,Aedes_aegypti_mRNA,1205
XM_021855672.1,Aedes_aegypti_mRNA,7627
XM_021855671.1,Aedes_aegypti_mRNA,7505
XM_021855670.1,Aedes_aegypti_mRNA,8690
XM_021855669.1,Aedes_aegypti_mRNA,9139
XM_001662371.2,Aedes_aegypti_mRNA,620
XM_001663616.2,Aedes_aegypti_mRNA,1528
XM_001662372.2,Aedes_aegypti_mRNA,2140
XM_021855668.1,Aedes_aegypti_mRNA,4105
XM_021855667.1,Aedes_aegypti_mRNA,2755
XM_021855666.1,Aedes_aegypti_mRNA,1374
XM_021855665.1,Aedes_aegypti_mRNA,2738
XM_021855664.1,Aedes_aegypti_mRNA,2963
XM_001651061.2,Aedes_aegypti_mRNA,3398
XM_001651062.2,Aedes_aegypti_mRNA,2126
XM_021855663.1,Aedes_aegypti_mRNA,2103
XM_021855662.1,Aedes_aegypti_mRNA,2105
XM_001651063.2,Aedes_aegypti_mRNA,1191
XM_001651064.2,Aedes_aegypti_mRNA,2643
XM_001651065.2,Aedes_aegypti_mRNA,1645
XM_021855660.1,Aedes_aegypti_mRNA,1795
XM_001654725.2,Aedes_aegypti_mRNA,1859
XM_001654726.2,Aedes_aegypti_mRNA,2325
XM_021855659.1,Aedes_aegypti_mRNA,1108
XM_021855658.1,Aedes_aegypti_mRNA,1124
XM_021855657.1,Aedes_aegypti_mRNA,1332
XM_021855656.1,Aedes_aegypti_mRNA,1198
XM_021855655.1,Aedes_aegypti_mRNA,3603
XM_021855654.1,Aedes_aegypti_mRNA,2027
XM_021855653.1,Aedes_aegypti_mRNA,2124
XM_001651623.2,Aedes_aegypti_mRNA,2646
XM_021855652.1,Aedes_aegypti_mRNA,4683
XM_021855651.1,Aedes_aegypti_mRNA,4692
XM_001660561.2,Aedes_aegypti_mRNA,4614
XM_021855650.1,Aedes_aegypti_mRNA,2002
XM_021855649.1,Aedes_aegypti_mRNA,2321
XM_001651070.2,Aedes_aegypti_mRNA,2343
XM_021855648.1,Aedes_aegypti_mRNA,3114
XM_021855647.1,Aedes_aegypti_mRNA,3195
XM_021855646.1,Aedes_aegypti_mRNA,3522
XM_021855645.1,Aedes_aegypti_mRNA,4359
XM_001651075.2,Aedes_aegypti_mRNA,4372
XM_021855644.1,Aedes_aegypti_mRNA,4798
XM_021855643.1,Aedes_aegypti_mRNA,5107
XM_021855642.1,Aedes_aegypti_mRNA,5152
XM_021855641.1,Aedes_aegypti_mRNA,5254
XM_021855640.1,Aedes_aegypti_mRNA,5269
XM_021855639.1,Aedes_aegypti_mRNA,5266
XM_001663313.2,Aedes_aegypti_mRNA,4153
XM_001651466.2,Aedes_aegypti_mRNA,9810
XM_021855638.1,Aedes_aegypti_mRNA,9695
XM_021855637.1,Aedes_aegypti_mRNA,9743
XM_021855636.1,Aedes_aegypti_mRNA,8750
XM_021855635.1,Aedes_aegypti_mRNA,9812
XM_021855632.1,Aedes_aegypti_mRNA,8986
XM_021855631.1,Aedes_aegypti_mRNA,8975
XM_021855630.1,Aedes_aegypti_mRNA,9077
XM_021855629.1,Aedes_aegypti_mRNA,9107
XM_021855628.1,Aedes_aegypti_mRNA,9009
XM_021855627.1,Aedes_aegypti_mRNA,9057
XM_021855626.1,Aedes_aegypti_mRNA,9137
XM_001651465.2,Aedes_aegypti_mRNA,9182
XM_001662176.2,Aedes_aegypti_mRNA,794
XM_021855625.1,Aedes_aegypti_mRNA,1520
XM_001662175.2,Aedes_aegypti_mRNA,1617
XM_001662172.2,Aedes_aegypti_mRNA,2817
XM_001662173.2,Aedes_aegypti_mRNA,2880
XM_021855624.1,Aedes_aegypti_mRNA,2894
XM_021855622.1,Aedes_aegypti_mRNA,2264
XM_021855621.1,Aedes_aegypti_mRNA,2301
XM_021855620.1,Aedes_aegypti_mRNA,4779
XM_001648386.2,Aedes_aegypti_mRNA,881
XM_021855619.1,Aedes_aegypti_mRNA,3606
XM_021855618.1,Aedes_aegypti_mRNA,4709
XM_021855617.1,Aedes_aegypti_mRNA,3440
XM_021855616.1,Aedes_aegypti_mRNA,5397
XM_021855615.1,Aedes_aegypti_mRNA,5080
XM_021855614.1,Aedes_aegypti_mRNA,4817
XM_021855613.1,Aedes_aegypti_mRNA,5468
XM_011494827.2,Aedes_aegypti_mRNA,2665
XM_021855612.1,Aedes_aegypti_mRNA,1622
XM_001658962.2,Aedes_aegypti_mRNA,1459
XM_021855611.1,Aedes_aegypti_mRNA,3491
XM_021855610.1,Aedes_aegypti_mRNA,3830
XM_001648388.2,Aedes_aegypti_mRNA,3229
XM_021855609.1,Aedes_aegypti_mRNA,3831
XM_021855608.1,Aedes_aegypti_mRNA,3834
XM_021855607.1,Aedes_aegypti_mRNA,3471
XM_021855605.1,Aedes_aegypti_mRNA,4221
XM_021855604.1,Aedes_aegypti_mRNA,4135
XM_021855603.1,Aedes_aegypti_mRNA,4167
XM_021855602.1,Aedes_aegypti_mRNA,4170
XM_021855601.1,Aedes_aegypti_mRNA,4238
XM_021855600.1,Aedes_aegypti_mRNA,4270
XM_021855599.1,Aedes_aegypti_mRNA,4273
XM_021855598.1,Aedes_aegypti_mRNA,4439
XM_021855597.1,Aedes_aegypti_mRNA,4522
XM_021855596.1,Aedes_aegypti_mRNA,4557
XM_001652466.2,Aedes_aegypti_mRNA,2188
XM_001652467.2,Aedes_aegypti_mRNA,2115
XM_021855595.1,Aedes_aegypti_mRNA,1052
XM_001657298.2,Aedes_aegypti_mRNA,1931
XM_021855594.1,Aedes_aegypti_mRNA,2269
XM_021855593.1,Aedes_aegypti_mRNA,2577
XM_001663294.2,Aedes_aegypti_mRNA,988
XM_021855592.1,Aedes_aegypti_mRNA,3783
XM_021855591.1,Aedes_aegypti_mRNA,1305
XM_021855590.1,Aedes_aegypti_mRNA,1310
XM_021855589.1,Aedes_aegypti_mRNA,1294
XM_021855588.1,Aedes_aegypti_mRNA,2509
XM_021855586.1,Aedes_aegypti_mRNA,3391
XM_021855585.1,Aedes_aegypti_mRNA,3176
XM_001651782.2,Aedes_aegypti_mRNA,3301
XM_001648391.2,Aedes_aegypti_mRNA,1504
XM_001651777.2,Aedes_aegypti_mRNA,804
XM_001651778.2,Aedes_aegypti_mRNA,3898
XM_021855583.1,Aedes_aegypti_mRNA,2027
XM_001654343.2,Aedes_aegypti_mRNA,1868
XM_021855582.1,Aedes_aegypti_mRNA,1884
XM_001654342.2,Aedes_aegypti_mRNA,1860
XM_021855581.1,Aedes_aegypti_mRNA,1467
XM_021855580.1,Aedes_aegypti_mRNA,1417
XM_001657263.2,Aedes_aegypti_mRNA,1436
XM_001650368.2,Aedes_aegypti_mRNA,1260
XM_021855579.1,Aedes_aegypti_mRNA,5847
XM_021855578.1,Aedes_aegypti_mRNA,6006
XM_021855577.1,Aedes_aegypti_mRNA,4046
XM_021855576.1,Aedes_aegypti_mRNA,6074
XM_021855574.1,Aedes_aegypti_mRNA,5720
XM_021855573.1,Aedes_aegypti_mRNA,5921
XM_021855572.1,Aedes_aegypti_mRNA,5935
XM_021855571.1,Aedes_aegypti_mRNA,5917
XM_021855570.1,Aedes_aegypti_mRNA,5969
XM_021855569.1,Aedes_aegypti_mRNA,6317
XM_021855568.1,Aedes_aegypti_mRNA,5985
XM_021855567.1,Aedes_aegypti_mRNA,5990
XM_001663079.2,Aedes_aegypti_mRNA,775
XM_021855566.1,Aedes_aegypti_mRNA,2634
XM_021855565.1,Aedes_aegypti_mRNA,5756
XM_021855564.1,Aedes_aegypti_mRNA,4767
XM_021855563.1,Aedes_aegypti_mRNA,4771
XM_021855562.1,Aedes_aegypti_mRNA,4794
XM_021855561.1,Aedes_aegypti_mRNA,5808
XM_021855560.1,Aedes_aegypti_mRNA,4819
XM_021855557.1,Aedes_aegypti_mRNA,5665
XM_001663174.2,Aedes_aegypti_mRNA,5298
XM_021855556.1,Aedes_aegypti_mRNA,5751
XM_021855555.1,Aedes_aegypti_mRNA,5661
XM_021855549.1,Aedes_aegypti_mRNA,5402
XM_021855521.1,Aedes_aegypti_mRNA,513
XM_021855519.1,Aedes_aegypti_mRNA,588
XM_021855518.1,Aedes_aegypti_mRNA,691
XM_021855517.1,Aedes_aegypti_mRNA,506
XM_021855516.1,Aedes_aegypti_mRNA,501
XM_021855515.1,Aedes_aegypti_mRNA,511
XM_021855514.1,Aedes_aegypti_mRNA,507
XM_021855512.1,Aedes_aegypti_mRNA,509
XM_021855511.1,Aedes_aegypti_mRNA,503
XM_021855510.1,Aedes_aegypti_mRNA,503
XM_021855509.1,Aedes_aegypti_mRNA,509
XM_001657214.2,Aedes_aegypti_mRNA,522
XM_021855508.1,Aedes_aegypti_mRNA,522
XM_021855507.1,Aedes_aegypti_mRNA,522
XM_021855506.1,Aedes_aegypti_mRNA,522
XM_001657228.2,Aedes_aegypti_mRNA,627
XM_021855505.1,Aedes_aegypti_mRNA,522
XM_049690831.1,Anopheles_darlingi_mRNA,900
XM_049690824.1,Anopheles_darlingi_mRNA,868
XM_049690811.1,Anopheles_darlingi_mRNA,3633
XM_049690800.1,Anopheles_darlingi_mRNA,824
XM_049690787.1,Anopheles_darlingi_mRNA,751
XM_049690772.1,Anopheles_darlingi_mRNA,1872
XM_049690756.1,Anopheles_darlingi_mRNA,1529
XM_049690740.1,Anopheles_darlingi_mRNA,4483
XM_049690725.1,Anopheles_darlingi_mRNA,1644
XM_049690713.1,Anopheles_darlingi_mRNA,1887
XM_049690700.1,Anopheles_darlingi_mRNA,1245
XM_049690688.1,Anopheles_darlingi_mRNA,2735
XM_049690680.1,Anopheles_darlingi_mRNA,2707
XM_049690671.1,Anopheles_darlingi_mRNA,2769
XM_049690658.1,Anopheles_darlingi_mRNA,1082
XM_049690644.1,Anopheles_darlingi_mRNA,992
XM_049690632.1,Anopheles_darlingi_mRNA,1274
XM_049690622.1,Anopheles_darlingi_mRNA,1264
XM_049690610.1,Anopheles_darlingi_mRNA,2269
XM_049690601.1,Anopheles_darlingi_mRNA,2371
XM_049690587.1,Anopheles_darlingi_mRNA,1307
XM_049690579.1,Anopheles_darlingi_mRNA,1359
XM_049690562.1,Anopheles_darlingi_mRNA,1933
XM_049690547.1,Anopheles_darlingi_mRNA,1152
XM_049690539.1,Anopheles_darlingi_mRNA,1168
XM_049690528.1,Anopheles_darlingi_mRNA,2350
XM_049690518.1,Anopheles_darlingi_mRNA,1824
XM_049690511.1,Anopheles_darlingi_mRNA,1842
XM_049690498.1,Anopheles_darlingi_mRNA,2313
XM_049690487.1,Anopheles_darlingi_mRNA,2217
XM_049690475.1,Anopheles_darlingi_mRNA,1148
XM_049690468.1,Anopheles_darlingi_mRNA,1760
XM_049690455.1,Anopheles_darlingi_mRNA,2755
XM_049690443.1,Anopheles_darlingi_mRNA,3236
XM_049690434.1,Anopheles_darlingi_mRNA,3462
XM_049690421.1,Anopheles_darlingi_mRNA,2475
XM_049690413.1,Anopheles_darlingi_mRNA,2498
XM_049690402.1,Anopheles_darlingi_mRNA,2523
XM_049690391.1,Anopheles_darlingi_mRNA,2455
XM_049690382.1,Anopheles_darlingi_mRNA,2288
XM_049690375.1,Anopheles_darlingi_mRNA,2547
XM_049690364.1,Anopheles_darlingi_mRNA,3135
XM_049690356.1,Anopheles_darlingi_mRNA,3239
XM_049690348.1,Anopheles_darlingi_mRNA,3450
XM_049690335.1,Anopheles_darlingi_mRNA,4578
XM_049690328.1,Anopheles_darlingi_mRNA,4715
XM_049690319.1,Anopheles_darlingi_mRNA,4710
XM_049690307.1,Anopheles_darlingi_mRNA,2554
XM_049690299.1,Anopheles_darlingi_mRNA,2618
XM_049690290.1,Anopheles_darlingi_mRNA,2835
XM_049690280.1,Anopheles_darlingi_mRNA,2887
XM_049690271.1,Anopheles_darlingi_mRNA,2593
XM_049690262.1,Anopheles_darlingi_mRNA,2899
XM_049690249.1,Anopheles_darlingi_mRNA,3823
XM_049690238.1,Anopheles_darlingi_mRNA,3419
XM_049690230.1,Anopheles_darlingi_mRNA,4009
XM_049690219.1,Anopheles_darlingi_mRNA,8687
XM_049690205.1,Anopheles_darlingi_mRNA,5462
XM_049690195.1,Anopheles_darlingi_mRNA,5465
XM_049690181.1,Anopheles_darlingi_mRNA,7439
XM_049690172.1,Anopheles_darlingi_mRNA,7321
XM_049690160.1,Anopheles_darlingi_mRNA,13894
XM_049690146.1,Anopheles_darlingi_mRNA,2334
XM_049690133.1,Anopheles_darlingi_mRNA,5482
XM_049690121.1,Anopheles_darlingi_mRNA,812
XM_049690109.1,Anopheles_darlingi_mRNA,904
XM_049690100.1,Anopheles_darlingi_mRNA,918
XM_049690092.1,Anopheles_darlingi_mRNA,1001
XM_049690080.1,Anopheles_darlingi_mRNA,2140
XM_049690071.1,Anopheles_darlingi_mRNA,2085
XM_049690063.1,Anopheles_darlingi_mRNA,2163
XM_049690054.1,Anopheles_darlingi_mRNA,2244
XM_049690042.1,Anopheles_darlingi_mRNA,3375
XM_049690030.1,Anopheles_darlingi_mRNA,3279
XM_049690017.1,Anopheles_darlingi_mRNA,6039
XM_049690009.1,Anopheles_darlingi_mRNA,6124
XM_049690001.1,Anopheles_darlingi_mRNA,6069
XM_049689993.1,Anopheles_darlingi_mRNA,6123
XM_049689985.1,Anopheles_darlingi_mRNA,6158
XM_049689958.1,Anopheles_darlingi_mRNA,1530
XM_049689951.1,Anopheles_darlingi_mRNA,1488
XM_049689942.1,Anopheles_darlingi_mRNA,1672
